-,-,-
--start---
-28, 182, 972
-14, 134, 1001
-12, 145, 1009
-8, 116, 994
35, 89, 987
35, 89, 987
40, 138, 1031
30, 155, 986
44, 98, 1010
44, 98, 1010
53, 18, 1000
54, -34, 1005
58, -50, 997
20, -54, 1005
20, -54, 1005
38, -65, 996
37, -97, 1010
58, -139, 994
63, -215, 992
57, -208, 1000
57, -208, 1000
-,-,-
3, 210, 970
-22, 253, 1008
-7, 192, 1011
-7, 192, 1011
-7, 126, 986
10, 54, 1010
55, 5, 1000
60, -9, 1000
60, -9, 1000
45, 15, 978
16, -33, 1027
16, 6, 996
16, 6, 996
18, 25, 998
26, 10, 1014
30, 39, 989
30, 39, 989
48, -8, 1000
75, -126, 1018
81, -184, 976
43, -219, 1018
43, -219, 1018
52, -186, 979
37, -205, 1014
-,-,-
8, 78, 993
8, 78, 993
-22, 215, 997
-14, 164, 1008
8, 142, 988
8, 142, 988
0, 89, 1029
4, 83, 975
4, 83, 975
31, 21, 1007
32, 22, 1007
27, 55, 1030
27, 55, 1030
39, 92, 964
41, 45, 1008
54, 4, 1014
49, -55, 999
49, -55, 999
59, -72, 992
39, -58, 997
47, -58, 990
47, -58, 990
34, -107, 1020
5, -89, 993
17, -71, 998
9, -70, 1014
9, -70, 1014
22, -64, 1002
11, -90, 1000
33, -128, 998
45, -157, 1008
48, -178, 981
48, -178, 981
-,-,-
7, 95, 1018
5, 183, 960
1, 221, 999
1, 221, 999
5, 277, 1009
6, 217, 994
-3, 144, 1022
-3, 144, 1022
38, 61, 988
59, 24, 1006
26, 50, 994
32, 55, 1014
32, 55, 1014
23, -8, 1015
52, -8, 971
30, -17, 1001
30, -17, 1001
2, -69, 997
0, -128, 1027
37, -115, 986
36, -144, 990
63, -152, 1010
63, -152, 1010
51, -106, 1002
43, -108, 1007
25, -85, 1016
51, -80, 972
29, -155, 995
47, -205, 1018
47, -205, 1018
-,-,-
34, 399, 971
34, 399, 971
101, 184, 1002
25, 23, 998
84, 121, 992
12, 105, 1000
-30, 193, 1002
-30, 193, 1002
0, 163, 1023
-7, 154, 990
13, 121, 992
16, 60, 1017
16, 60, 1017
-2, 72, 990
19, 70, 1001
23, 68, 1008
4, 14, 993
4, 14, 993
33, 6, 997
28, 9, 1012
28, 9, 1012
33, -52, 997
39, -70, 1008
35, -71, 985
35, -71, 985
41, -91, 1012
38, -115, 1009
36, -146, 989
43, -208, 1019
78, -237, 967
51, -343, 1015
-,-,-
100, 166, 1002
15, 20, 989
23, 191, 1000
-9, 176, 1000
5, 200, 996
5, 200, 996
-10, 202, 1014
37, 127, 999
38, 56, 990
49, 15, 1016
49, 15, 1016
28, 32, 1000
32, -4, 1009
18, 1, 999
18, 1, 999
25, 6, 998
15, 7, 976
15, 7, 976
9, 11, 1029
20, -30, 999
12, -45, 1001
12, -45, 1001
2, -75, 1010
27, -108, 992
26, -108, 1002
40, -150, 1006
60, -170, 996
69, -237, 1011
69, -237, 1011
-,-,-
-10, 174, 1010
62, 202, 984
54, 195, 996
9, 189, 986
9, 189, 986
20, 210, 1002
24, 166, 999
8, 114, 1019
35, 78, 997
35, 78, 997
41, 93, 1001
22, 97, 993
30, 92, 997
30, 92, 997
27, 65, 1012
49, -35, 984
33, -50, 1004
33, -50, 1004
43, -107, 995
44, -137, 1020
44, -113, 983
44, -137, 1011
64, -155, 999
53, -183, 1005
53, -183, 1005
59, -244, 1006
89, -278, 998
-,-,-
35, 29, 1010
2, 155, 982
18, 121, 1003
33, 120, 1000
33, 120, 1000
-7, 198, 1007
-8, 249, 988
-3, 224, 998
31, 134, 1035
31, 134, 1035
31, 54, 967
36, -31, 1023
17, 33, 985
38, 116, 996
38, 116, 996
43, 70, 1038
43, -28, 991
51, -72, 1003
30, -64, 997
30, -64, 997
37, -69, 969
46, -69, 1030
44, -78, 985
62, -180, 1010
62, -180, 1010
41, -252, 1015
79, -256, 987
76, -308, 997
78, -328, 1006
-,-,-
-31, 130, 1004
23, 209, 967
39, 179, 1006
20, 132, 1007
48, 137, 1008
-15, 143, 995
-15, 143, 995
25, 102, 1009
34, 56, 990
37, 66, 1008
55, 99, 1008
55, 99, 1008
15, 122, 993
27, 81, 1018
23, 2, 1002
38, -10, 982
38, -10, 982
31, -8, 1017
44, -52, 996
41, -61, 989
41, -61, 989
25, -91, 990
39, -158, 1015
68, -216, 961
32, -210, 1032
55, -189, 998
56, -223, 1004
56, -223, 1004
-,-,-
-3, 442, 1007
75, 343, 1000
10, 99, 998
45, 172, 1000
45, 172, 1000
44, 214, 993
43, 221, 997
15, 216, 1016
7, 194, 997
7, 194, 997
-3, 183, 983
31, 102, 1015
46, 87, 1006
28, 72, 1004
28, 72, 1004
26, 62, 1011
24, 30, 993
32, 4, 1002
32, 4, 1002
25, -22, 1005
43, -65, 979
50, -109, 1026
47, -158, 986
47, -158, 986
70, -187, 1034
58, -195, 962
74, -320, 994
-,-,-
58, 113, 984
58, 113, 984
24, 117, 995
2, 102, 1015
5, 116, 988
5, 116, 988
-16, 170, 1006
11, 94, 1007
26, 67, 1005
26, 83, 999
26, 83, 999
49, 74, 991
27, 77, 999
27, 77, 999
5, 119, 1004
10, 47, 1018
23, 36, 979
34, -7, 1012
34, -7, 1012
35, -42, 991
47, -76, 1005
52, -135, 997
57, -139, 995
57, -139, 995
45, -170, 1010
50, -168, 1015
73, -198, 975
-,-,-
-4, 14, 983
-4, 14, 983
16, 57, 1002
49, 14, 998
49, 14, 998
52, 1, 1003
38, 76, 1000
2, 149, 1013
-6, 103, 981
-6, 103, 981
19, 80, 1007
30, 88, 1006
45, 53, 997
45, 53, 997
40, 91, 1015
27, 118, 996
3, 97, 992
3, 97, 992
-5, 84, 1007
6, 12, 980
6, 12, 980
11, 4, 1007
8, 21, 999
-5, -4, 1003
-5, -4, 1003
7, -35, 1016
17, -20, 998
19, -25, 1001
34, -30, 1011
34, -30, 1011
41, -67, 1020
51, -56, 991
71, -220, 985
59, -314, 1004
77, -428, 995
-,-,-
29, 337, 1001
23, 131, 996
35, 121, 1002
27, 169, 999
27, 169, 999
24, 205, 1007
36, 212, 994
27, 231, 1001
32, 201, 1007
32, 201, 1007
25, 216, 991
21, 192, 1002
33, 161, 1003
32, 107, 1007
56, -24, 1008
56, -24, 1008
53, -27, 986
60, -119, 983
55, -183, 1014
50, -216, 1001
25, -235, 994
39, -277, 977
39, -277, 977
20, -282, 1030
49, -280, 977
-,-,-
47, 167, 981
1, 156, 999
1, 156, 999
2, 170, 992
4, 196, 1008
16, 173, 1011
33, 138, 1003
33, 138, 1003
55, 100, 995
57, 61, 998
48, 58, 1012
27, 61, 992
27, 61, 992
19, 33, 1022
20, 46, 990
47, -31, 997
47, -31, 997
44, -81, 1005
27, -107, 999
13, -122, 1003
11, -123, 1005
21, -173, 1005
21, -173, 1005
25, -179, 980
48, -280, 1007
-,-,-
63, 181, 990
-11, 13, 1004
-11, 13, 1004
37, 17, 1001
18, 87, 1005
-18, 209, 994
-8, 188, 1014
-8, 188, 1014
-2, 166, 997
28, 136, 1002
18, 146, 1007
40, 135, 992
46, 136, 1013
46, 136, 1013
61, 99, 976
48, 56, 1019
50, 0, 981
50, 0, 981
41, 31, 1029
32, 70, 1004
36, 30, 997
36, 30, 997
33, 37, 997
25, -18, 994
37, -45, 964
37, -45, 964
18, -167, 996
96, -333, 1036
51, -326, 979
40, -475, 992
-,-,-
-21, 173, 987
73, 286, 1002
47, 282, 991
47, 282, 991
51, 216, 1020
39, 213, 985
16, 214, 1001
5, 152, 1024
13, 105, 998
13, 105, 998
27, 97, 998
42, 39, 997
29, 81, 971
29, 81, 971
6, 45, 1038
17, 8, 1005
17, 8, 1005
38, -14, 982
41, -87, 993
53, -152, 1035
61, -107, 990
62, -212, 987
62, -212, 987
27, -278, 997
26, -316, 976
50, -448, 1036
-,-,-
91, 340, 991
-17, 149, 997
-17, 149, 997
55, 257, 1002
25, 276, 992
38, 280, 1006
-8, 320, 1018
46, 243, 1003
46, 243, 1003
57, 130, 1009
66, 27, 985
53, -36, 1026
49, -103, 969
-1, -94, 988
-1, -94, 988
-2, -99, 1017
0, -131, 1006
11, -119, 997
10, -126, 1005
11, -90, 993
11, -90, 993
34, -99, 1033
44, -89, 995
47, -78, 968
54, -198, 1005
54, -198, 1005
40, -231, 1011
-,-,-
1, 32, 998
1, 32, 998
60, 149, 1000
32, 120, 995
30, 142, 994
30, 142, 994
-26, 276, 1008
-24, 287, 1002
-12, 245, 1010
0, 168, 999
45, 67, 987
45, 67, 987
34, 39, 1015
14, 46, 978
40, 49, 999
40, 49, 999
49, 55, 990
36, -12, 1026
55, -39, 942
55, -39, 942
50, -93, 1030
62, -144, 976
48, -141, 977
58, -222, 1011
72, -364, 1016
72, -364, 1016
79, -379, 994
-,-,-
32, 111, 980
36, 158, 999
36, 158, 999
-6, 222, 998
5, 220, 1009
-1, 230, 998
-1, 230, 998
-3, 188, 1015
24, 150, 990
35, 106, 1018
47, 74, 991
47, 74, 991
51, 50, 1005
40, 67, 980
45, 15, 998
45, 15, 998
48, 19, 1004
45, -5, 1006
51, -16, 1003
34, -36, 1018
34, -36, 1018
23, -98, 1002
30, -175, 997
57, -174, 977
28, -252, 1004
75, -320, 1001
79, -359, 993
79, -359, 993
74, -422, 999
-,-,-
-5, 160, 987
-2, 307, 989
-2, 307, 989
6, 248, 1005
19, 208, 1004
19, 193, 984
18, 172, 1026
18, 172, 1026
10, 182, 983
18, 146, 1026
25, 103, 991
42, -3, 1003
46, 45, 999
46, 45, 999
34, 45, 994
18, 42, 1014
18, 42, 996
48, -24, 996
52, -129, 994
83, -167, 1004
65, -243, 1012
97, -402, 986
97, -402, 986
64, -451, 980
-,-,-
33, 299, 993
-12, 272, 1014
13, 285, 993
22, 224, 1012
22, 224, 1012
40, 196, 1008
29, 175, 993
20, 133, 1006
41, 79, 1009
48, 55, 1005
48, 55, 1005
36, 39, 998
41, 5, 1004
64, -31, 991
64, -31, 991
22, -6, 992
23, -31, 1016
16, -29, 994
16, -29, 994
42, -57, 996
40, -108, 992
58, -137, 1016
24, -138, 995
42, -151, 1010
36, -240, 988
36, -240, 988
52, -344, 1006
25, -359, 1001
-,-,-
58, 159, 966
36, 123, 1006
19, 182, 1011
15, 233, 1002
15, 233, 1002
28, 231, 998
46, 152, 1012
31, 101, 989
40, 34, 1007
40, 34, 1007
32, 9, 1024
36, -7, 977
35, -3, 1000
35, -3, 1000
15, -49, 997
14, -80, 1018
22, -65, 988
5, -45, 1020
5, -45, 1020
23, -33, 985
35, -64, 1022
51, -87, 970
40, -176, 1017
56, -304, 1008
56, -304, 1008
35, -378, 990
58, -462, 995
-,-,-
1, 270, 1003
72, 86, 995
10, 205, 996
24, 153, 997
24, 153, 997
37, 156, 1018
33, 170, 995
6, 152, 1003
15, 151, 989
15, 151, 989
30, 154, 1006
31, 90, 1016
26, 61, 1009
18, -15, 976
18, -15, 976
15, 20, 1016
24, 28, 1001
19, 34, 993
19, 34, 993
43, -26, 1027
59, -113, 987
64, -148, 998
57, -181, 1001
33, -326, 986
33, -326, 986
41, -365, 997
-,-,-
58, 305, 994
53, 167, 999
53, 167, 999
30, 214, 1002
31, 166, 998
40, 153, 996
11, 197, 1005
11, 197, 1005
11, 154, 1016
26, 119, 997
18, 115, 995
17, 96, 1002
17, 96, 1002
27, 70, 1000
39, -11, 999
38, -38, 996
13, -44, 995
13, -44, 995
15, -64, 1014
20, -67, 1006
17, -60, 1005
43, -71, 1014
43, -71, 1014
42, -119, 971
72, -154, 1008
57, -197, 1005
66, -297, 984
77, -368, 1010
98, -452, 982
68, -311, 993
-,-,-
62, 314, 982
42, 62, 1001
42, 62, 1001
40, 62, 991
28, 110, 998
10, 177, 1006
10, 177, 1006
-5, 199, 1001
18, 191, 1005
20, 161, 999
33, 133, 1005
42, 142, 1004
42, 142, 1004
15, 133, 1007
26, 142, 991
32, 135, 992
58, 6, 1004
58, 6, 1004
67, -29, 998
36, -58, 1011
28, -68, 997
27, -69, 1021
27, -69, 1021
14, -86, 982
58, -126, 997
56, -193, 990
68, -381, 1032
91, -457, 984
91, -457, 984
87, -508, 986
-,-,-
53, 74, 996
53, 74, 996
37, 143, 1001
26, 232, 994
-2, 244, 1002
16, 226, 1008
16, 226, 1008
16, 191, 1010
5, 179, 995
45, 184, 1008
60, 153, 996
60, 153, 996
62, 112, 997
35, 51, 993
66, 4, 993
66, 4, 993
40, -9, 1002
23, -4, 1015
32, -16, 986
32, -16, 986
33, -82, 1012
48, -194, 1015
58, -211, 981
40, -295, 1001
83, -367, 986
49, -377, 1016
49, -377, 1016
74, -428, 993
-,-,-
38, 109, 995
21, 190, 999
21, 190, 999
28, 200, 1002
6, 215, 1006
34, 199, 1002
37, 140, 1007
37, 140, 1007
31, 102, 996
34, 84, 1017
42, 121, 983
29, 90, 1013
29, 90, 1013
35, 40, 990
37, 6, 1009
41, -24, 979
41, -24, 979
20, -44, 1017
23, -55, 1016
31, -30, 992
25, -68, 994
25, -68, 994
47, -99, 996
45, -118, 1008
43, -109, 995
53, -171, 1028
74, -314, 976
74, -314, 976
75, -366, 996
-,-,-
10, 97, 999
37, 191, 993
37, 191, 993
4, 224, 999
10, 237, 1001
-16, 227, 1001
12, 189, 993
12, 189, 993
38, 120, 1023
40, 142, 993
38, 155, 1005
44, 131, 1001
51, 59, 993
51, 59, 993
38, 89, 1010
33, 76, 1018
26, 47, 984
26, 47, 984
61, -65, 993
84, -159, 1005
87, -212, 1001
94, -408, 1011
51, -428, 988
51, -428, 988
38, -467, 993
-,-,-
41, 152, 1041
41, 152, 1041
20, 173, 1037
24, 227, 950
10, 195, 987
15, 147, 957
52, 92, 1026
52, 92, 1026
62, 57, 994
58, 59, 1002
36, 108, 1000
36, 108, 1000
36, 157, 994
26, 143, 1004
46, 120, 1011
30, 65, 1003
51, 56, 979
51, 56, 979
27, 44, 980
43, -7, 1009
38, -67, 1014
38, -67, 1014
53, -102, 999
31, -155, 994
65, -180, 1011
50, -251, 990
50, -465, 983
-,-,-
31, 327, 994
46, 175, 985
46, 175, 985
58, 140, 1010
41, 155, 984
40, 121, 1001
25, 97, 1003
25, 97, 1003
39, 88, 1013
47, 44, 1002
65, -27, 998
41, -74, 1002
41, -74, 1002
16, -2, 987
19, -40, 990
13, -43, 1009
30, -64, 1003
42, -105, 1015
42, -105, 1015
66, -114, 995
54, -92, 985
29, -87, 1013
21, -208, 999
40, -247, 978
40, -247, 978
27, -343, 1030
-,-,-
92, 238, 1009
8, 95, 995
29, 219, 1003
20, 226, 1000
5, 203, 989
5, 203, 989
30, 172, 1013
29, 145, 1000
47, 98, 990
25, 110, 1021
25, 110, 1021
54, 123, 1001
64, 68, 998
59, 0, 982
59, 0, 982
50, -4, 1011
36, 15, 998
16, 28, 1023
16, 28, 1023
33, 13, 995
23, -36, 1002
44, -113, 1012
55, -134, 976
39, -134, 1023
39, -163, 1023
51, -175, 971
42, -342, 1006
77, -428, 997
-,-,-
17, 347, 984
80, 281, 1018
19, 74, 995
19, 74, 995
41, 150, 999
11, 152, 1006
-2, 183, 993
-23, 211, 1001
-23, 211, 1001
25, 133, 1014
23, 104, 1009
58, 106, 989
55, 60, 994
52, 47, 1020
52, 47, 1020
34, 74, 986
36, 13, 998
37, 6, 1015
37, 6, 1015
25, -19, 992
39, -41, 999
45, -59, 1007
45, -59, 1007
31, -103, 995
41, -97, 1002
36, -131, 994
52, -119, 1010
36, -120, 999
38, -211, 984
38, -211, 984
42, -287, 1017
23, -315, 998
-,-,-
-13, 176, 1001
10, 280, 993
23, 197, 996
32, 203, 1006
30, 205, 993
30, 205, 993
37, 158, 1003
45, 149, 998
33, 124, 1018
52, 30, 988
52, 30, 988
60, -59, 1013
39, -45, 998
35, -43, 995
35, -43, 995
4, -26, 993
24, -97, 1022
34, -129, 988
47, -124, 1011
27, -97, 981
27, -97, 981
25, -87, 1015
18, -68, 986
14, -124, 1005
30, -175, 1007
26, -215, 989
26, -215, 989
38, -299, 1004
63, -363, 998
132, -343, 991
29, -193, 1004
-,-,-
30, 175, 992
19, 163, 996
19, 163, 996
9, 231, 997
-2, 180, 1018
47, 162, 984
47, 162, 984
31, 124, 1007
37, 133, 1001
23, 101, 1009
44, 71, 984
51, -7, 1019
51, -7, 1019
57, 5, 1006
51, -33, 999
40, -43, 988
40, -43, 988
27, -53, 1001
26, -81, 1014
49, -91, 1002
37, -136, 1003
50, -174, 977
50, -174, 977
38, -249, 1013
2, -243, 994
4, -293, 1002
32, -341, 1007
80, -361, 987
-,-,-
57, 330, 980
17, 127, 1015
22, 244, 1002
22, 244, 1002
33, 245, 993
17, 234, 998
23, 262, 997
30, 224, 1016
30, 224, 1016
18, 182, 989
42, 123, 1006
67, 75, 997
72, 39, 1010
72, 39, 1010
44, -17, 997
41, 0, 997
40, -27, 1005
27, -71, 1005
27, -71, 1005
43, -102, 1003
39, -153, 992
54, -126, 992
37, -121, 988
33, -161, 1034
30, -252, 984
30, -252, 984
47, -343, 990
45, -383, 1005
-,-,-
45, 283, 993
-7, 285, 984
-7, 232, 981
33, 207, 1022
46, 170, 995
46, 170, 995
33, 157, 1009
41, 132, 991
58, 102, 1019
53, 102, 977
53, 102, 977
65, 33, 1003
63, 57, 1016
38, 25, 1013
37, -36, 980
37, -36, 980
30, -99, 994
39, -161, 1030
57, -108, 963
51, -141, 1017
54, -326, 998
54, -326, 998
60, -354, 1001
40, -402, 994
64, -483, 1004
123, -414, 981
-,-,-
27, 296, 983
2, 304, 1006
2, 304, 1006
24, 210, 1003
38, 224, 1003
38, 208, 990
40, 173, 1006
40, 173, 1006
56, 138, 994
65, 99, 1013
69, 63, 1012
74, 18, 994
74, 18, 994
61, 16, 996
48, 4, 985
48, 4, 985
22, -50, 1038
43, -79, 991
53, -114, 1008
30, -123, 989
56, -138, 987
56, -138, 987
38, -192, 1006
35, -290, 1007
-,-,-
28, 158, 1004
38, 187, 987
-16, 249, 1004
-8, 280, 996
-8, 280, 996
12, 256, 1011
16, 260, 977
44, 202, 1020
63, 158, 1004
57, 121, 1003
57, 121, 1003
74, 107, 989
75, 53, 999
65, 15, 1015
52, 7, 983
52, 7, 983
63, -42, 1020
67, -91, 991
63, -105, 986
63, -105, 986
64, -143, 1011
48, -196, 1004
55, -258, 988
37, -349, 1008
-6, -438, 1010
53, -531, 984
53, -531, 984
-,-,-
55, 179, 1016
25, 315, 987
14, 283, 1012
8, 240, 992
27, 191, 1001
27, 191, 1001
51, 178, 998
37, 145, 1012
56, 124, 988
50, 118, 1019
50, 118, 1019
63, 62, 994
71, 14, 994
64, -2, 1018
40, -12, 985
40, -12, 985
50, -52, 982
63, -103, 1038
35, -79, 987
32, -89, 1001
32, -89, 1001
42, -81, 1007
50, -118, 994
36, -208, 997
53, -301, 998
22, -346, 1001
37, -473, 987
-,-,-
78, 198, 967
10, 229, 993
-5, 190, 1002
-5, 190, 1002
0, 198, 1003
31, 142, 1007
60, 110, 975
58, 98, 1033
58, 98, 1033
44, 102, 987
40, 57, 1019
51, 43, 998
50, -41, 995
50, -41, 995
39, -36, 1007
37, -37, 994
33, -35, 1006
10, -35, 989
10, -35, 989
28, -44, 1034
13, -25, 989
41, -24, 1003
26, -31, 976
26, -31, 976
28, -97, 1008
13, -180, 1005
33, -239, 980
-3, -297, 1021
33, -422, 993
-,-,-
-5, 253, 977
-5, 253, 977
-19, 177, 1012
44, 105, 980
40, 42, 1015
55, 59, 1004
55, 59, 1004
49, 82, 1006
45, 101, 995
34, 69, 1002
28, -1, 1004
28, -1, 1004
33, -9, 1014
32, -1, 1009
36, -4, 979
36, -4, 979
27, 49, 1022
5, 28, 987
28, -4, 1011
28, -4, 1011
18, -10, 1002
31, -38, 1005
19, -38, 999
33, -10, 973
33, -10, 973
40, -2, 1012
27, -34, 976
9, -159, 1044
63, -264, 970
23, -393, 999
23, -393, 999
14, -488, 996
60, -477, 999
-,-,-
17, 277, 980
8, 197, 1012
18, 217, 993
18, 217, 993
13, 198, 1003
5, 196, 1007
50, 124, 1018
71, 4, 1002
71, 4, 1002
64, -71, 980
50, -144, 1005
41, -105, 1021
35, -63, 982
35, -63, 982
39, -61, 992
28, -33, 995
20, -53, 1015
5, -38, 999
5, -38, 999
1, 0, 1021
12, 53, 980
12, 53, 980
42, 45, 1002
59, 0, 1032
74, -67, 979
74, -67, 979
22, -205, 1011
33, -243, 992
-,-,-
16, 261, 983
16, 261, 983
28, 245, 1000
43, 137, 1011
41, 153, 995
11, 243, 1001
11, 243, 1001
-8, 241, 975
22, 189, 1030
55, 138, 1005
79, 45, 999
79, 45, 999
71, -62, 1001
72, -43, 991
27, -61, 1001
23, -38, 1021
7, -11, 980
7, -11, 980
27, -45, 1006
30, -57, 1020
46, -122, 989
45, -171, 1018
45, -171, 1018
51, -292, 984
82, -377, 989
-,-,-
81, 315, 1016
-17, 128, 986
3, 256, 998
17, 191, 1004
17, 191, 1004
10, 174, 1015
36, 157, 988
42, 148, 1008
44, 122, 1001
38, 118, 988
38, 118, 988
37, 112, 1020
44, 85, 989
38, 80, 1019
60, 31, 988
60, 31, 988
40, 26, 1009
30, -35, 992
32, -64, 1012
32, -64, 1012
46, -60, 991
38, -43, 1013
44, -30, 987
14, -54, 1016
14, -54, 1016
20, -175, 1014
65, -343, 1000
45, -366, 978
38, -458, 991
-,-,-
28, 294, 976
28, 294, 976
-6, 300, 1011
25, 210, 973
21, 153, 1010
38, 129, 1014
43, 148, 994
43, 148, 994
30, 137, 1020
54, 108, 981
45, 48, 1035
41, 47, 981
41, 47, 981
67, 9, 976
41, 17, 1007
41, 17, 1007
28, -7, 992
39, -61, 1001
50, -76, 998
31, -124, 1020
75, -128, 979
75, -128, 979
61, -200, 965
36, -341, 1019
50, -414, 1006
15, -426, 986
50, -508, 991
-,-,-
49, 131, 994
49, 131, 994
8, 226, 1003
4, 220, 1012
-14, 287, 994
13, 216, 1002
13, 216, 1002
44, 154, 1009
61, 82, 1012
52, 66, 974
57, 62, 1020
57, 62, 1020
46, 70, 999
52, 17, 990
36, -35, 1012
39, -34, 984
39, -34, 984
42, -45, 1018
20, 12, 1016
18, 5, 993
18, 5, 993
17, -25, 1014
27, -66, 998
50, -59, 1010
32, -123, 996
32, -123, 996
25, -263, 965
55, -390, 1001
-,-,-
47, 216, 1038
25, 213, 973
18, 213, 992
25, 159, 997
25, 159, 997
19, 119, 1012
26, 102, 1020
34, 90, 994
43, 98, 1017
43, 98, 1017
55, 96, 982
47, 72, 996
54, 43, 1015
54, 43, 1015
45, 21, 1003
42, -22, 999
10, 16, 990
10, 16, 990
13, -8, 1013
20, -15, 989
31, -33, 1005
32, -58, 1005
32, -58, 1005
24, -66, 1004
30, -83, 997
46, -100, 998
36, -120, 988
2, -212, 1012
2, -212, 1012
61, -248, 1019
35, -331, 985
38, -384, 986
-,-,-
9, 324, 1012
95, 239, 995
-29, 166, 1004
38, 266, 992
38, 266, 992
11, 204, 1011
30, 190, 991
20, 174, 1024
24, 140, 988
48, 104, 1021
48, 104, 1021
41, 155, 978
47, 87, 1024
71, -13, 976
64, 8, 992
64, 8, 992
28, -2, 1013
21, -1, 983
21, -1, 983
32, -9, 1038
38, -44, 985
40, -87, 987
40, -87, 987
44, -115, 1010
44, -99, 1017
21, -122, 994
32, -145, 1013
52, -228, 989
19, -363, 999
19, -363, 999
49, -397, 986
84, -519, 1013
-,-,-
18, 216, 962
18, 216, 962
25, 227, 1024
8, 296, 996
0, 230, 1002
34, 205, 1010
34, 205, 1010
53, 154, 986
89, 97, 998
58, 71, 1033
67, 34, 1002
67, 34, 1002
75, -44, 961
61, -51, 986
57, -80, 1023
37, -90, 983
37, -90, 983
24, -82, 1014
-17, -72, 1010
20, -79, 969
19, -174, 1012
49, -349, 1028
49, -349, 1028
-,-,-
2, 139, 1019
21, 236, 995
26, 223, 989
36, 208, 987
36, 208, 987
6, 247, 988
31, 157, 1002
34, 96, 1004
69, 80, 998
69, 80, 998
66, 57, 1008
62, 61, 998
62, 61, 998
43, 76, 1018
36, 68, 998
43, 6, 975
43, 6, 975
24, 37, 1001
16, 1, 1005
30, -18, 1031
30, -18, 1031
14, 11, 981
41, -54, 999
58, -86, 1001
30, -117, 995
30, -117, 995
54, -301, 1021
63, -446, 982
-,-,-
36, 158, 1034
55, 198, 1066
3, 269, 973
44, 269, 987
24, 269, 958
24, 269, 958
64, 229, 1009
56, 149, 986
63, 98, 1019
63, 98, 1019
59, 91, 1007
62, 59, 1000
68, 8, 969
53, 29, 998
53, 29, 998
47, -26, 990
21, 4, 1008
17, -8, 991
17, -8, 991
24, -44, 1015
21, -56, 992
17, -94, 999
17, -94, 999
37, -88, 1001
22, -120, 1005
34, -207, 1007
26, -354, 999
45, -388, 998
45, -388, 998
40, -510, 997
-,-,-
42, 251, 987
-2, 221, 995
28, 198, 1001
28, 198, 1001
23, 172, 996
35, 156, 1004
29, 101, 1002
38, 107, 1004
14, 77, 1007
14, 77, 1007
49, 42, 989
56, -27, 1016
47, -70, 999
51, -59, 994
51, -59, 994
20, 0, 1008
33, -36, 1000
21, -60, 982
21, -60, 982
45, -80, 1006
24, -88, 1012
32, -70, 978
15, -26, 1023
29, -15, 988
29, -15, 988
26, -47, 1006
31, -140, 988
55, -200, 1024
34, -274, 984
14, -316, 984
14, -316, 984
-,-,-
82, 269, 1007
38, 100, 1012
49, 143, 1001
23, 210, 1001
23, 210, 1001
28, 215, 987
33, 210, 1007
31, 196, 999
45, 123, 1007
79, 119, 1011
79, 119, 1011
37, 126, 992
55, 124, 1014
60, 82, 985
42, 78, 1012
42, 78, 1012
52, -22, 1006
35, 0, 992
44, -35, 1013
27, -82, 1003
27, -82, 1003
34, -100, 990
13, -109, 1023
3, -104, 992
23, -78, 1000
18, -221, 984
18, -221, 984
70, -319, 1005
21, -322, 1003
-,-,-
56, 377, 912
31, 412, 1037
68, 143, 1023
42, 218, 1071
-2, 306, 991
46, 258, 953
46, 258, 953
41, 280, 985
36, 301, 1003
57, 237, 988
57, 237, 988
71, 153, 1019
93, 103, 999
55, 22, 1006
70, -17, 987
70, -17, 987
50, -37, 1005
51, -25, 975
20, -68, 1009
15, -109, 998
25, -124, 1017
25, -124, 1017
24, -135, 1007
18, -132, 982
51, -171, 1004
53, -186, 998
72, -272, 1002
14, -341, 982
29, -361, 1004
29, -361, 1004
-,-,-
54, 189, 989
24, 219, 980
40, 182, 1004
29, 183, 1010
28, 214, 981
28, 214, 981
5, 205, 1014
39, 120, 1008
78, 50, 1011
77, 21, 992
77, 21, 992
60, 2, 1011
50, -9, 999
50, -9, 999
29, -10, 978
34, -9, 1010
42, 5, 992
42, 5, 992
31, -27, 1004
20, -17, 1004
32, -47, 1009
33, -52, 1010
33, -52, 1010
48, -35, 995
8, -13, 1000
27, -92, 997
54, -230, 991
2, -315, 1020
-,-,-
48, 343, 1003
75, 159, 1003
37, 119, 995
29, 190, 1002
21, 206, 1008
21, 206, 1008
35, 245, 991
20, 225, 1008
38, 156, 997
39, 138, 1003
64, 135, 1011
64, 135, 1011
66, 121, 987
58, 93, 1029
55, 48, 985
55, 48, 985
46, -52, 998
46, -36, 995
26, -63, 1038
36, -49, 974
36, -49, 974
28, -85, 1023
21, -84, 995
25, -75, 1013
34, -106, 986
6, -262, 1004
6, -262, 1004
54, -378, 986
5, -419, 1001
-,-,-
45, 263, 1020
29, 235, 976
50, 243, 998
30, 257, 986
30, 257, 986
50, 234, 1007
62, 187, 1015
71, 137, 1003
59, 145, 1000
59, 145, 1000
68, 120, 990
65, 86, 1002
79, 10, 995
76, -10, 988
76, -10, 988
75, -55, 1022
52, -23, 1009
32, -54, 995
65, -45, 992
65, -45, 992
33, -85, 984
9, -294, 1019
38, -428, 990
5, -473, 1011
54, -691, 986
-,-,-
